,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,no_of_investors,lds,year
2057,2015-06-23,Goodservice,Mobile Chat based concierge service,,new delhi,Sequoia Capital,Private Equity,1600000,1.0,['Sequoia Capital'],2015
2058,2015-06-23,Treebo,Online Budget Hotel Booking Service,,bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000,2.0,"['Matrix Partners India', ' SAIF Partners']",2015
2059,2015-06-23,EduKart,Online education marketplace,,new delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000,6.0,"['Holostik Group', ' YouWeCan Ventures', ' 500 Startups', ' Vijay Shekhar Sharma', ' Manish Kheterpal', ' Amit Patni']",2015
2060,2015-06-23,Healthians,Preventive healthcare services,,hyderabad,YouWeCan Ventures,Seed Funding,1070000,1.0,['YouWeCan Ventures'],2015
2061,2015-06-24,LabInApp,Science Learning App,,bangalore,Unitus Seed Fund,Seed Funding,1070000,1.0,['Unitus Seed Fund'],2015
2062,2015-06-24,Syona,Beauty and Wellness platform,,chennai,Chennai Angels,Seed Funding,1070000,1.0,['Chennai Angels'],2015
2063,2015-06-24,Sigrid,Online Education Platform,,noida,Oliphans Capital,Seed Funding,1070000,1.0,['Oliphans Capital'],2015
2064,2015-06-24,Indix,SaaS product intelligence platform,,notspecific,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000,3.0,"['Nokia Growth Partners', ' Nexus Venture Partners', ' Avalon Ventures']",2015
2065,2015-06-24,The,Logistics Tech,,mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000,4.0,"['Sequoia Capital', ' Kae Capital', ' Anupam Mittal', ' Sandeep Tandon']",2015
2066,2015-06-24,Retention,App Analytics platform,,bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000,4.0,"['Mercury Fund', ' Anshu Sharma', ' Pratyush Prasanna', ' Robert Winters & others']",2015
2067,2015-06-25,Fusion,Micro Finance Platform,,new delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000,2.0,"['Development finance institution Belgian Investment Company', ' Oikocredit']",2015
2068,2015-06-25,Zinka,Freight logistics platform,,bangalore,"Accel Partners, Flipkart",Private Equity,6000000,2.0,"['Accel Partners', ' Flipkart']",2015
2069,2015-06-26,CreditMantri,Credit Management Services,,chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000,3.0,"['IDG Ventures India', ' Elevar Equity', ' Accion Venture Lab']",2015
2070,2015-06-26,GetMyPeon,Hyperlocal Handyman Services,,mumbai,Undisclosed investors,Seed Funding,250000,1.0,['Undisclosed investors'],2015
2071,2015-06-29,UrbanClap,Hyperlocal services marketplace,,new delhi,"SAIF Partners,  Accel Partners",Private Equity,10000000,2.0,"['SAIF Partners', '\xa0 Accel Partners']",2015
2072,2015-06-29,StayGlad,Beauty services Mobile Marketplace,,bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,1070000,2.0,"['Tracxn Labs', ' Sahil Barua']",2015
2073,2015-06-29,AdWyze,Marketing / Advertising Automation platform,,bangalore,Mape Advisory,Seed Funding,1000000,1.0,['Mape Advisory'],2015
2074,2015-06-29,Zimmber,Hyperlocal Handyman Services,,mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000,5.0,"['Naveen Tiwari', ' Mohit Saxena', ' Amit Gupta', ' Piyush Shah', ' Manish Dugar']",2015
2075,2015-06-30,Buttercups,Online Lingerie platform,,bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,1070000,3.0,"['Kanwaljit Singh', ' Angie Mahtaney', ' Manoj Varghese']",2015
2076,2015-06-30,RailYatri,Railways Information Mobile app,,bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,1070000,3.0,"['Helion Ventures', ' Omidiyar Network', ' Blume Ventures and Ujama']",2015
2077,2015-06-30,aagaar,Hyperlocal grocery delivery,,gurgaon,Group of Investors,Seed Funding,1070000,1.0,['Group of Investors'],2015
2078,2015-06-30,Flatchat,Flat rental Mobile App,,bangalore,Commonfloor,Private Equity,2500000,1.0,['Commonfloor'],2015
2079,2015-06-30,MyCFO,Wealth Management Platform,,mumbai,Sameer Koticha,Private Equity,1500000,1.0,['Sameer Koticha'],2015
2080,2015-01-05,Foodpanda,Online Food Delivery,,gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000,2.0,"['Goldman Sachs', ' Rocket Internet']",2015
2081,2015-01-05,Termsheet,Fund Raising Platform,,chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000,7.0,"['Anand Vijay', ' Nipun Dureja', ' Satyajit Heeralal', ' Keith Rodricks', ' Gaurav Lochan', ' Azmul Haque', ' Nikhil Bagri']",2015
2082,2015-04-05,Applicate,Workforce Management Software,,bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000,3.0,"['Rishi Vasudev', ' Amit Gupta', ' Rajiv Nayan']",2015
2083,2015-04-05,World,Online Art Marketplace,,gurgaon,Viraj Tyagi & others,Seed Funding,200000,1.0,['Viraj Tyagi & others'],2015
2084,2015-04-05,SpoonJoy,Online Food Delivery,,bangalore,SAIF Partners,Seed Funding,1000000,1.0,['SAIF Partners'],2015
2085,2015-05-05,Seed,Affordable Education,,hyderabad,Acumen Fund,Seed Funding,650000,1.0,['Acumen Fund'],2015
2086,2015-05-05,Ignis,Career Development,,hyderabad,Acumen Fund,Seed Funding,250000,1.0,['Acumen Fund'],2015
2087,2015-05-05,Square,Real Estate Advisory,,gurgaon,Undisclosed Investors,Private Equity,6000000,1.0,['Undisclosed Investors'],2015
2088,2015-05-05,Fintellix,Banking Analytics Platform,,bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000,2.0,"['IDG Ventures', ' Sequoia Capital']",2015
2089,2015-05-05,Customer360,Customer Engagement Platform,,mumbai,Vishwas Patel,Seed Funding,1070000,1.0,['Vishwas Patel'],2015
2090,2015-06-05,Delhivery,Ecommerce Logistics,,gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000,4.0,"['Tiger Global Management', ' Multiples Alternate Asset Management', ' Nexus Venture Partners', ' Times Internet']",2015
2091,2015-06-05,Swiggy,Online Food Delivery,,bangalore,Norwest Venture Partners,Private Equity,15000000,1.0,['Norwest Venture Partners'],2015
2092,2015-07-05,Uniphore,Speech Recognition Solutions,,chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,1070000,2.0,"['IDG Ventures', ' Kris Gopalakrishnan']",2015
2093,2015-07-05,Box8,Online Food Delivery,,mumbai,Mayfield Ventures,Private Equity,3500000,1.0,['Mayfield Ventures'],2015
2094,2015-07-05,Toppr,Online Education Platform,,mumbai,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,10000000,3.0,"['Fidelity Growth Partners India', ' SAIF Partners', '\xa0 Helion Ventures']",2015
2095,2015-07-05,Vedantu,Online Education Platform,,bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000,2.0,"['Accel Partners', ' Tiger Global Management']",2015
2096,2015-08-05,BuyHatke,Online Product Comparison,,bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000,2.0,"['S.Gopalakrishnan', ' Beenos']",2015
2097,2015-08-05,KleverKid,Online Education Platform,,new delhi,Aarin Capital Partners,Seed Funding,1070000,1.0,['Aarin Capital Partners'],2015
2098,2015-08-05,Uniken,Online Security Platform,,pune,Exfinity Ventures,Private Equity,2000000,1.0,['Exfinity Ventures'],2015
2099,2015-08-05,GrandOpinion,Online Medical Diagnostic,,new delhi,Florida based Angel investor,Seed Funding,150000,1.0,['Florida based Angel investor'],2015
2100,2015-08-05,HealthifyMe,Health & Fitness App,,bangalore,Micromax Informatics,Private Equity,1070000,1.0,['Micromax Informatics'],2015
2101,2015-12-05,ZapStitch,Cloud Data Integration Platform,,bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000,2.0,"['Helion Venture Partners', ' Orios Venture Partners']",2015
2102,2015-12-05,Wassup,Mobile Laundry Cleaning Service,,chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000,2.0,"['Arun Chandra Mohan', ' Praveen Sinha']",2015
2103,2015-12-05,Mobiefit,Mobile Fitness App,,goa,Prototyze,Seed Funding,1070000,1.0,['Prototyze'],2015
2104,2015-12-05,Plancess,Online Education Platform,,mumbai,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,2000000,2.0,"['Rajendra Gogri', '\xa0 Chandrakant Gogri']",2015
2105,2015-12-05,WorkHorse,Service-On-Demand Mobile App,,mumbai,Undisclosed Investors,Seed Funding,1070000,1.0,['Undisclosed Investors'],2015
2106,2015-05-13,Innovaccer,Intelligent Data Analytics,,noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,1070000,4.0,"['Rajan Anandan', ' Teru Sato', ' Aneesh Reddy', ' Venkatesh Valluri']",2015
2107,2015-05-13,MyCuteOffice,Online Office Rental,,mumbai,Lead Angels,Seed Funding,1070000,1.0,['Lead Angels'],2015
2108,2015-05-14,IndianRoots,Lifestyle Ecommerce Portal,,gurgaon,KJS Group,Private Equity,5000000,1.0,['KJS Group'],2015
2109,2015-05-14,RedPolka,Online Fashion Aggregator,,mumbai,Undisclosed Investors,Seed Funding,250000,1.0,['Undisclosed Investors'],2015
2110,2015-05-15,Venturesity,Online Job skills Showcase,,bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000,4.0,"['Phanindra Sama', ' Jay Sethuram', ' Hemant Kanakia', ' Ravi Trivedi']",2015
2111,2015-05-18,TheBetterIndia,Online News Media,,bangalore,Mohandas Pai,Seed Funding,1070000,1.0,['Mohandas Pai'],2015
2112,2015-05-18,Awaaz,Enterprise Communication Platform,,ahmedabad,Samir Shah,Seed Funding,1070000,1.0,['Samir Shah'],2015
2113,2015-05-19,Chaayos,Offline Tea Chain,,new delhi,Tiger Global Management,Private Equity,1000000,1.0,['Tiger Global Management'],2015
2114,2015-05-19,Akosha,Business Messaging App,,new delhi,Sequoia Capital,Private Equity,16000000,1.0,['Sequoia Capital'],2015
2115,2015-05-19,Cooey,Health Mobile App,,bangalore,Subhash Goyal,Seed Funding,470000,1.0,['Subhash Goyal'],2015
2116,2015-05-19,MeetUniv,Online Ed-Tech Platform,,noida,Peesh Venture Capital,Seed Funding,1000000,1.0,['Peesh Venture Capital'],2015
2117,2015-05-19,Inspirock,Online Travel Planning,,notspecific,MakeMyTrip Innovation Fund,Private Equity,1070000,1.0,['MakeMyTrip Innovation Fund'],2015
2118,2015-05-19,Crown,Hyperlocal Mobile Marketplace,,gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,5500000,2.0,"['Accel Partners', ' Helion Venture Partners']",2015
2119,2015-05-19,Trucksfirst,Trucking Logistic Operations,,gurgaon,SAIF partners,Private Equity,10000000,1.0,['SAIF partners'],2015
2120,2015-05-20,Lookup,B2C Messaging App,,bangalore,Biz Stone,Private Equity,3000000,1.0,['Biz Stone'],2015
2121,2015-05-21,SunTerrace,Rooftop Solar Plants,,new delhi,Sunergy Investors,Private Equity,1070000,1.0,['Sunergy Investors'],2015
2122,2015-05-22,Nudgespot,Customer Engagement Platform,,bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000,4.0,"['Kae Capital', ' Anoop Goyal', ' Mike Shah', ' VA Sastry']",2015
2123,2015-05-22,CarDekho,Online Car Portal,,jaipur,HDFC Bank,Private Equity,1070000,1.0,['HDFC Bank'],2015
2124,2015-05-22,EveningFlavors,Online Table Reservation,,bangalore,Sandiep Shrivatsava,Seed Funding,500000,1.0,['Sandiep Shrivatsava'],2015
2125,2015-05-25,Razorpay,Online Payment Gateway,,bangalore,Punit Soni,Seed Funding,1070000,1.0,['Punit Soni'],2015
2126,2015-05-25,ZenParent,Parents focused Web Content,,bangalore,i2india Ventures,Seed Funding,500000,1.0,['i2india Ventures'],2015
2127,2015-05-25,Newgen,Payments Solution Provider,,new delhi,Jan Manten,Seed Funding,1070000,1.0,['Jan Manten'],2015
2128,2015-05-26,UrbanPro,On-demand Service marketplace,,bangalore,Nirvana Venture Advisors,Private Equity,2000000,1.0,['Nirvana Venture Advisors'],2015
2129,2015-05-26,Goodbox,On-Demand Business messaging,,bangalore,Manipal Group,Seed Funding,200000,1.0,['Manipal Group'],2015
2130,2015-05-26,Renderlogy,Online Home Décor,,hyderabad,Astarc Ventures,Private Equity,1000000,1.0,['Astarc Ventures'],2015
2131,2015-05-27,Postman,API Workflow platform,,bangalore,Nexus Venture Partners,Seed Funding,1000000,1.0,['Nexus Venture Partners'],2015
2132,2015-05-27,Casa2inns,Affordable Hotel Booking Online,,new delhi,"Accel Partners, Kalaari Capital",Private Equity,5000000,2.0,"['Accel Partners', ' Kalaari Capital']",2015
2133,2015-05-27,FleetRover,Logistics Intelligence,,goa,"Tim Chen, Sanjay Venkat",Seed Funding,180000,2.0,"['Tim Chen', ' Sanjay Venkat']",2015
2134,2015-05-28,TheKarrier,Last Mile Logistics,,bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000,3.0,"['Sol Primero', ' Outbox Ventures', ' Nikunj Jain']",2015
2135,2015-05-28,Zoomcar,Self-driven Car rental,,bangalore,Sequoia Capital,Private Equity,5000000,1.0,['Sequoia Capital'],2015
2136,2015-05-28,Truweight,Weight Management Service,,hyderabad,Kalaari Capital,Private Equity,1070000,1.0,['Kalaari Capital'],2015
2137,2015-05-30,Ather,Electric Scooter Manufacturer,,bangalore,Tiger Global,Private Equity,12000000,1.0,['Tiger Global'],2015
2138,2015-03-04,Swiggy,Online Food Delivery,,bangalore,"Accel Partners, SAIF Partners",Private Equity,2000000,2.0,"['Accel Partners', ' SAIF Partners']",2015
2139,2015-04-04,Bluegape,Web Content Publishing,,gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000,2.0,"['Rudy Gopalakrishnan', ' ah! Ventures']",2015
2140,2015-04-04,KeepTrax,Location Based App,,dallas,empty,Seed Funding,1000000,,['empty'],2015
2141,2015-06-04,InstaLively,Video Streaming,,new delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000,6.0,"['Rajesh Sawheny ', ' Rajan Anandan', ' Amit Ranjan', ' Niraj Singh', ' AECAL', ' MeraEvents.']",2015
2142,2015-07-04,Pricejugaad,Price Comparison,,hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000,2.0,"['Amit Tyagi', ' Sandeep Acharya & others']",2015
2143,2015-07-04,Quikr,Online Classifieds,,mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000,3.0,"['Tiger Global', ' Investment AB Kinnevik', ' Steadview Capital']",2015
2144,2015-07-04,PressPlay,Travel Entertainment,,new delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000,4.0,"['Sequoia Capital', ' Jason Hirschhorn', ' Jarett Posner', ' and Amit Bhatiani']",2015
2145,2015-07-04,LogiNext,Logistics Tech,,mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,1070000,2.0,"['Ajit Surana', ' Sanjay Mehta']",2015
2146,2015-08-04,FirstCry,eCommerce,,pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,10000000,6.0,"['Silicon Valley Ventures', ' NEA Ventures', ' Valiant Capital', ' IDG Ventures India', '\xa0 SAIF Partners', ' Vertex Ventures']",2015
2147,2015-08-04,MobiKwik,Digital / Mobile Wallet,,gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000,4.0,"['Tree Line Asia', ' Cisco Investments', ' American Express', ' Sequoia Capital']",2015
2148,2015-08-04,Olacabs,Cab Aggregator,,bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000,4.0,"['DST Global', ' Steadview Capital', ' Tiger Global', ' Accel Partners & Others']",2015
2149,2015-09-04,Gadgetwood,Device Repair Svcs,,new delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,200000,4.0,"['Ajai Chowdhry', ' Ashvin Chadha', ' Yogesh Bansal', 'Nitin Singhal & Others']",2015
2150,2015-09-04,Bonhomia,Premium Beverages,,new delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000,3.0,"['Kanwaljit Singh', ' Shripad Nadkarni', ' Sarvesh Shahra & Others']",2015
2151,2015-09-04,Changer,Digital / Mobile Wallet,,kolkata,Hyderabad based investor,Seed Funding,165000,1.0,['Hyderabad based investor'],2015
2152,2015-09-04,Urban,Online FurnishingeCommerce,,bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000,5.0,"['Sequoia Capital', ' TR Capital', ' Steadview Capital', ' SAIF Partners', ' Kalaari Capital']",2015
2153,2015-09-04,Purple,Ed-Tech,,mumbai,"Matrix Partners India, India Quotient",Private Equity,1070000,2.0,"['Matrix Partners India', ' India Quotient']",2015
2154,2015-10-04,Whatfix,Interactive  How-To Guides,,bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000,3.0,"['Helion Venture Partner', ' Powerhouse Ventures', ' GSF and Other angel investors']",2015
2155,2015-10-04,iMMi,Mobile Health Tech,,chennai,Unitus Seed Fund,Seed Funding,1070000,1.0,['Unitus Seed Fund'],2015
2156,2015-11-04,Zomato,Restaurant Reviews,,gurgaon,Info Edge (India),Private Equity,25000000,1.0,['Info Edge (India)'],2015
2157,2015-04-13,ZopNow,Online Grocer,,bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000,4.0,"['Dragoneer Investment', ' Accel Partners', ' Qualcomm Ventures', ' Times Internet']",2015
2158,2015-04-13,Nayi,Ed-Tech,,new delhi,"Ajay Relan,",Seed Funding,300000,2.0,"['Ajay Relan', '']",2015
2159,2015-04-13,The,Logistics Tech,,mumbai,Kae Capital,Seed Funding,500000,1.0,['Kae Capital'],2015
2160,2015-04-13,Commeasure,Online Hotel Booking,,noida,Jungle Ventures,Seed Funding,1000000,1.0,['Jungle Ventures'],2015
2161,2015-04-13,Capricoast,Online Kitchen Furniture,,bangalore,Accel Partners India,Seed Funding,1250000,1.0,['Accel Partners India'],2015
2162,2015-04-14,LocalOye,Hyper-local Online Services,,mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000,2.0,"['Tiger Global Management', ' Lightspeed Venture Partners']",2015
2163,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,,gurgaon,"Tiger Global, Sequoia Capital",Private Equity,35000000,2.0,"['Tiger Global', ' Sequoia Capital']",2015
2164,2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,,gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,10000000,2.0,"['SAIF Partners', ' Sequoia Capital']",2015
2165,2015-04-15,PolicyBazaar,Online Policy Aggregator,,gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000,3.0,"['PremjiInvest', ' Tiger Global', ' Ribbit Capital']",2015
2166,2015-04-16,UrbanClap,Hyperlocal Mobile Services Marketplace,,new delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000,4.0,"['SAIF Partners', ' Accel Partners', ' Kunal Bahl', ' Rohit Bansal']",2015
2167,2015-04-16,Taskbob,OnDemandMobile Handyman Services,,mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,1200000,2.0,"['Orios Venture Partners', ' Mayfield India']",2015
2168,2015-04-17,Robosoft,Mobile App Development,,udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000000,2.0,"['Ascent Capital', ' Kalaari Capital']",2015
2169,2015-04-18,Doormint,On-Demand Handyman Services,,mumbai,Powai Lake Ventures,Seed Funding,1070000,1.0,['Powai Lake Ventures'],2015
2170,2015-04-20,Vyomo,Beauty & Wellness Mobile App,,gurgaon,YouWeCan Ventures,Seed Funding,1070000,1.0,['YouWeCan Ventures'],2015
2171,2015-04-20,Pastiwala,Material Collection & Recycling,,vadodara,Agnus Capital,Private Equity,4000000,1.0,['Agnus Capital'],2015
2172,2015-04-20,1mg,Online Pharmacy & Drug DB,,gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000,4.0,"['Deep Kalra', ' Sequoia Capital', ' Omidyar Network', ' Intel Capital & Kae Capital']",2015
